label,caption,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
giraffe,"A giraffe standing in a field next to a fence.",0.75,0.75,0.75,0.76,0.75,0.75,0.75,0.76,0.73,0.45,0.27,0.34,0.33,0.27,0.25,0.24,0.75,0.75,0.75,0.75,0.77,0.78,0.78,0.8,0.66,0.33,0.33,0.34,0.26,0.28,0.3,0.26,0.74,0.75,0.75,0.76,0.7,0.56,0.55,0.6,0.7,0.47,0.26,0.22,0.25,0.25,0.25,0.2,0.71,0.75,0.75,0.69,0.29,0.24,0.28,0.3,0.38,0.3,0.22,0.2,0.21,0.21,0.2,0.21,0.59,0.74,0.76,0.57,0.16,0.24,0.25,0.27,0.32,0.27,0.22,0.28,0.27,0.24,0.23,0.24,0.35,0.69,0.79,0.53,0.16,0.22,0.24,0.17,0.3,0.26,0.21,0.22,0.2,0.15,0.14,0.16,0.26,0.48,0.68,0.35,0.15,0.21,0.17,0.11,0.25,0.22,0.15,0.12,0.19,0.16,0.18,0.16,0.15,0.16,0.28,0.24,0.19,0.21,0.2,0.31,0.21,0.12,0.11,0.11,0.14,0.15,0.15,0.13,0.32,0.18,0.2,0.22,0.25,0.2,0.4,0.38,0.18,0.22,0.12,0.11,0.14,0.14,0.25,0.23,0.45,0.43,0.43,0.38,0.44,0.36,0.38,0.37,0.33,0.35,0.29,0.25,0.31,0.31,0.39,0.34,0.47,0.49,0.49,0.47,0.45,0.47,0.48,0.52,0.53,0.5,0.52,0.49,0.45,0.46,0.48,0.5,0.55,0.47,0.49,0.49,0.5,0.51,0.52,0.53,0.52,0.54,0.54,0.56,0.49,0.48,0.5,0.53,0.48,0.49,0.5,0.51,0.51,0.52,0.51,0.51,0.51,0.52,0.52,0.51,0.53,0.53,0.53,0.51,0.47,0.45,0.47,0.49,0.47,0.49,0.51,0.51,0.51,0.52,0.52,0.51,0.49,0.51,0.5,0.49,0.45,0.45,0.45,0.47,0.47,0.48,0.48,0.51,0.51,0.5,0.54,0.53,0.51,0.51,0.49,0.47,0.45,0.46,0.47,0.47,0.48,0.49,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.47,0.48,0.48
giraffe,"Family of giraffes standing out in the open.",0.28,0.26,0.3,0.42,0.26,0.3,0.26,0.2,0.21,0.17,0.11,0.16,0.19,0.22,0.27,0.3,0.27,0.45,0.49,0.29,0.29,0.35,0.19,0.16,0.15,0.17,0.24,0.22,0.2,0.25,0.24,0.25,0.26,0.51,0.6,0.36,0.41,0.45,0.31,0.21,0.2,0.15,0.29,0.34,0.29,0.3,0.3,0.25,0.16,0.23,0.63,0.44,0.22,0.23,0.32,0.2,0.16,0.22,0.49,0.6,0.64,0.29,0.16,0.19,0.29,0.29,0.41,0.65,0.49,0.32,0.29,0.29,0.21,0.15,0.23,0.22,0.48,0.51,0.29,0.25,0.3,0.36,0.28,0.42,0.7,0.66,0.55,0.38,0.32,0.28,0.15,0.16,0.24,0.55,0.53,0.46,0.31,0.38,0.34,0.38,0.57,0.68,0.77,0.59,0.35,0.42,0.27,0.12,0.12,0.39,0.64,0.65,0.24,0.14,0.2,0.38,0.57,0.62,0.65,0.62,0.28,0.29,0.27,0.21,0.11,0.3,0.6,0.57,0.32,0.24,0.27,0.34,0.57,0.51,0.62,0.55,0.47,0.4,0.25,0.47,0.43,0.44,0.42,0.45,0.67,0.72,0.67,0.69,0.55,0.43,0.6,0.58,0.31,0.46,0.55,0.66,0.78,0.7,0.55,0.57,0.51,0.6,0.66,0.58,0.66,0.54,0.56,0.58,0.22,0.25,0.5,0.49,0.46,0.54,0.68,0.67,0.43,0.54,0.51,0.41,0.54,0.53,0.49,0.47,0.28,0.31,0.39,0.49,0.4,0.44,0.59,0.71,0.64,0.7,0.7,0.65,0.65,0.64,0.64,0.63,0.66,0.65,0.67,0.69,0.69,0.67,0.66,0.67,0.73,0.74,0.69,0.72,0.77,0.75,0.75,0.8,0.73,0.7,0.73,0.76,0.78,0.72,0.69,0.71,0.73,0.72,0.64,0.74,0.84,0.86,0.86,0.86,0.83,0.76,0.81,0.82,0.88,0.92,0.78,0.67,0.64,0.65,0.66,0.74,0.78,0.76,0.73,0.74,0.7,0.65,0.82,0.78,0.76,0.64,0.58,0.62
giraffe,"A couple of giraffe standing in a building.",0.51,0.55,0.48,0.42,0.42,0.4,0.38,0.36,0.51,0.51,0.45,0.39,0.44,0.51,0.44,0.42,0.52,0.55,0.45,0.44,0.42,0.42,0.42,0.4,0.58,0.55,0.47,0.4,0.49,0.53,0.62,0.6,0.53,0.52,0.46,0.44,0.43,0.43,0.4,0.4,0.6,0.58,0.48,0.4,0.47,0.53,0.83,0.76,0.56,0.56,0.48,0.46,0.42,0.46,0.45,0.36,0.55,0.59,0.47,0.35,0.38,0.45,0.82,0.71,0.52,0.48,0.41,0.43,0.4,0.33,0.32,0.31,0.39,0.47,0.41,0.34,0.35,0.41,0.82,0.65,0.39,0.39,0.43,0.38,0.4,0.34,0.33,0.29,0.31,0.35,0.42,0.37,0.36,0.44,0.83,0.61,0.37,0.51,0.45,0.33,0.44,0.46,0.44,0.39,0.53,0.53,0.47,0.38,0.38,0.46,0.87,0.56,0.29,0.47,0.47,0.41,0.5,0.47,0.42,0.37,0.56,0.58,0.47,0.38,0.37,0.41,0.65,0.44,0.38,0.46,0.49,0.51,0.5,0.43,0.39,0.4,0.52,0.52,0.45,0.4,0.42,0.42,0.4,0.35,0.43,0.48,0.44,0.51,0.46,0.36,0.29,0.42,0.51,0.51,0.43,0.39,0.44,0.41,0.27,0.3,0.37,0.43,0.41,0.46,0.45,0.44,0.33,0.38,0.49,0.47,0.4,0.35,0.4,0.38,0.28,0.28,0.38,0.4,0.39,0.4,0.31,0.33,0.32,0.3,0.33,0.35,0.35,0.33,0.35,0.36,0.43,0.38,0.36,0.36,0.38,0.33,0.25,0.27,0.32,0.29,0.18,0.22,0.31,0.31,0.29,0.31,0.31,0.33,0.42,0.4,0.36,0.26,0.19,0.22,0.21,0.24,0.18,0.19,0.26,0.24,0.19,0.24,0.2,0.2,0.48,0.43,0.38,0.27,0.13,0.17,0.15,0.16,0.16,0.1,0.09,0.1,0.11,0.13,0.17,0.2,0.47,0.46,0.45,0.44,0.4,0.36,0.34,0.31,0.3,0.31,0.28,0.23,0.22,0.22,0.27,0.34
giraffe,"A herd of giraffes of multiple heights standing together.",0.33,0.32,0.32,0.35,0.3,0.38,0.37,0.37,0.47,0.44,0.43,0.41,0.4,0.37,0.42,0.36,0.29,0.34,0.35,0.28,0.22,0.18,0.29,0.36,0.35,0.25,0.27,0.29,0.29,0.36,0.25,0.18,0.23,0.18,0.18,0.22,0.24,0.23,0.37,0.65,0.34,0.24,0.16,0.12,0.35,0.45,0.22,0.28,0.19,0.18,0.22,0.24,0.23,0.29,0.47,0.47,0.55,0.47,0.18,0.24,0.54,0.59,0.6,0.31,0.13,0.18,0.19,0.13,0.22,0.43,0.51,0.49,0.36,0.33,0.44,0.59,0.66,0.47,0.44,0.27,0.16,0.18,0.16,0.14,0.23,0.28,0.31,0.29,0.36,0.35,0.35,0.36,0.33,0.3,0.44,0.31,0.21,0.2,0.15,0.15,0.16,0.14,0.15,0.18,0.3,0.31,0.26,0.27,0.22,0.15,0.31,0.37,0.22,0.18,0.22,0.45,0.43,0.24,0.2,0.19,0.17,0.31,0.31,0.33,0.27,0.24,0.34,0.5,0.22,0.17,0.2,0.56,0.62,0.42,0.19,0.2,0.21,0.22,0.35,0.35,0.35,0.32,0.19,0.36,0.2,0.18,0.35,0.6,0.51,0.49,0.37,0.23,0.2,0.3,0.29,0.38,0.36,0.43,0.52,0.4,0.15,0.36,0.51,0.47,0.34,0.44,0.46,0.34,0.25,0.2,0.21,0.31,0.45,0.48,0.54,0.46,0.33,0.64,0.6,0.45,0.22,0.46,0.59,0.49,0.49,0.33,0.4,0.48,0.52,0.65,0.42,0.33,0.45,0.57,0.51,0.52,0.43,0.52,0.46,0.41,0.38,0.44,0.46,0.5,0.5,0.48,0.37,0.47,0.54,0.31,0.23,0.46,0.47,0.38,0.36,0.46,0.42,0.32,0.41,0.52,0.48,0.41,0.48,0.49,0.47,0.4,0.3,0.3,0.41,0.42,0.4,0.41,0.44,0.48,0.54,0.49,0.46,0.44,0.52,0.45,0.19,0.25,0.4,0.24,0.3,0.38,0.38,0.44,0.4,0.51,0.53,0.35,0.47,0.44,0.5,0.52
giraffe,"Giraffes in their wood and grass zoo enclosure",0.52,0.51,0.41,0.46,0.58,0.62,0.58,0.57,0.47,0.35,0.33,0.45,0.42,0.29,0.35,0.32,0.31,0.31,0.37,0.42,0.5,0.5,0.52,0.52,0.5,0.4,0.38,0.4,0.44,0.33,0.23,0.26,0.34,0.31,0.35,0.43,0.49,0.46,0.45,0.47,0.47,0.5,0.45,0.36,0.39,0.33,0.29,0.22,0.29,0.33,0.38,0.47,0.49,0.43,0.41,0.44,0.45,0.47,0.41,0.37,0.47,0.36,0.4,0.36,0.33,0.38,0.4,0.42,0.42,0.43,0.41,0.41,0.38,0.33,0.29,0.26,0.42,0.33,0.37,0.21,0.31,0.34,0.34,0.35,0.34,0.35,0.35,0.33,0.26,0.22,0.21,0.26,0.49,0.21,0.18,0.14,0.26,0.27,0.33,0.27,0.28,0.26,0.23,0.25,0.2,0.17,0.09,0.48,0.63,0.11,0.05,0.03,0.36,0.31,0.27,0.13,0.13,0.16,0.16,0.25,0.22,0.18,0.14,0.53,0.56,0.26,0.31,0.35,0.52,0.47,0.51,0.48,0.45,0.49,0.55,0.6,0.62,0.66,0.71,0.66,0.64,0.77,0.78,0.8,0.69,0.72,0.54,0.57,0.67,0.76,0.78,0.8,0.8,0.81,0.79,0.64,0.73,0.75,0.72,0.71,0.71,0.72,0.55,0.69,0.67,0.78,0.8,0.73,0.77,0.75,0.74,0.74,0.75,0.69,0.68,0.71,0.73,0.74,0.63,0.63,0.64,0.64,0.69,0.68,0.69,0.75,0.82,0.8,0.77,0.67,0.66,0.68,0.75,0.68,0.56,0.6,0.69,0.7,0.69,0.68,0.63,0.68,0.66,0.67,0.74,0.8,0.81,0.76,0.69,0.67,0.66,0.64,0.61,0.64,0.7,0.73,0.73,0.67,0.61,0.6,0.64,0.76,0.81,0.79,0.67,0.65,0.67,0.69,0.66,0.61,0.63,0.69,0.69,0.61,0.58,0.57,0.65,0.67,0.65,0.6,0.65,0.65,0.66,0.65,0.66,0.66,0.69,0.68,0.65,0.64,0.64,0.61,0.59,0.57,0.56,0.53
giraffe,"Giraffes inside of their habitat at a zoo",0.36,0.57,0.79,0.74,0.71,0.67,0.65,0.57,0.55,0.48,0.73,0.59,0.5,0.45,0.54,0.45,0.36,0.4,0.5,0.49,0.67,0.63,0.56,0.58,0.56,0.51,0.64,0.65,0.64,0.52,0.58,0.5,0.31,0.29,0.19,0.2,0.55,0.72,0.56,0.56,0.58,0.53,0.55,0.55,0.62,0.62,0.62,0.6,0.39,0.34,0.36,0.24,0.44,0.48,0.47,0.56,0.53,0.55,0.54,0.53,0.6,0.67,0.56,0.49,0.46,0.36,0.37,0.24,0.41,0.36,0.3,0.5,0.49,0.4,0.34,0.54,0.55,0.61,0.66,0.56,0.52,0.32,0.27,0.28,0.4,0.44,0.49,0.58,0.38,0.36,0.3,0.4,0.5,0.59,0.63,0.69,0.53,0.31,0.33,0.31,0.23,0.39,0.49,0.64,0.6,0.27,0.22,0.55,0.6,0.61,0.64,0.68,0.55,0.36,0.43,0.3,0.04,0.24,0.35,0.29,0.57,0.54,0.38,0.49,0.57,0.6,0.62,0.6,0.53,0.42,0.35,0.23,0.07,0.07,0.2,0.14,0.24,0.71,0.64,0.57,0.49,0.49,0.56,0.52,0.54,0.44,0.37,0.26,0.04,0.31,0.48,0.11,0.11,0.56,0.69,0.7,0.6,0.57,0.62,0.59,0.58,0.38,0.4,0.22,0.12,0.64,0.36,0.13,0.11,0.5,0.57,0.67,0.46,0.45,0.62,0.63,0.53,0.4,0.49,0.24,0.12,0.51,0.25,0.13,0.09,0.49,0.44,0.59,0.5,0.11,0.26,0.69,0.58,0.44,0.55,0.28,0.05,0.25,0.19,0.1,0.06,0.51,0.52,0.46,0.69,0.2,0.25,0.65,0.62,0.44,0.61,0.33,0.04,0.25,0.25,0.25,0.28,0.56,0.68,0.66,0.77,0.47,0.49,0.72,0.65,0.45,0.72,0.67,0.73,0.84,0.87,0.9,0.92,0.9,0.9,0.93,0.86,0.87,0.85,0.92,0.63,0.44,0.62,0.76,0.89,0.87,0.89,0.87,0.89,0.92,0.92,0.92,0.92,0.9,0.89,0.89
giraffe,"The adult giraffe is standing near a metal fence.",0.14,0.13,0.1,0.14,0.32,0.31,0.31,0.25,0.15,0.16,0.18,0.17,0.24,0.15,0.15,0.15,0.13,0.15,0.13,0.18,0.41,0.29,0.22,0.27,0.24,0.31,0.26,0.19,0.21,0.25,0.14,0.16,0.16,0.11,0.27,0.45,0.38,0.16,0.21,0.38,0.39,0.37,0.4,0.21,0.22,0.29,0.15,0.32,0.12,0.15,0.25,0.46,0.53,0.23,0.32,0.38,0.41,0.43,0.35,0.29,0.35,0.26,0.18,0.35,0.12,0.26,0.35,0.49,0.65,0.37,0.27,0.28,0.25,0.36,0.41,0.42,0.44,0.31,0.28,0.39,0.28,0.32,0.36,0.44,0.35,0.53,0.39,0.36,0.45,0.49,0.46,0.56,0.62,0.42,0.46,0.71,0.33,0.31,0.39,0.3,0.21,0.39,0.62,0.41,0.6,0.53,0.33,0.41,0.56,0.39,0.27,0.43,0.28,0.35,0.44,0.39,0.29,0.2,0.49,0.61,0.64,0.67,0.65,0.64,0.53,0.41,0.51,0.62,0.38,0.38,0.39,0.42,0.59,0.52,0.49,0.55,0.69,0.73,0.76,0.8,0.84,0.71,0.57,0.75,0.73,0.52,0.42,0.31,0.52,0.75,0.65,0.51,0.49,0.62,0.67,0.73,0.78,0.8,0.56,0.68,0.62,0.42,0.4,0.29,0.38,0.63,0.64,0.43,0.49,0.39,0.54,0.62,0.75,0.73,0.6,0.75,0.55,0.4,0.42,0.29,0.34,0.46,0.48,0.45,0.59,0.45,0.51,0.54,0.6,0.57,0.56,0.57,0.51,0.39,0.42,0.28,0.32,0.42,0.39,0.48,0.52,0.52,0.54,0.54,0.54,0.58,0.62,0.62,0.47,0.33,0.46,0.34,0.45,0.56,0.48,0.58,0.64,0.69,0.72,0.54,0.56,0.62,0.64,0.68,0.48,0.45,0.46,0.41,0.46,0.53,0.46,0.55,0.54,0.62,0.68,0.64,0.63,0.63,0.61,0.6,0.56,0.57,0.5,0.39,0.45,0.48,0.43,0.53,0.54,0.59,0.6,0.61,0.63,0.62,0.65,0.7
giraffe,"the neck and head of a giraffe at the zoo",0.4,0.41,0.4,0.43,0.45,0.49,0.49,0.44,0.42,0.42,0.41,0.42,0.4,0.42,0.42,0.39,0.42,0.43,0.42,0.42,0.42,0.46,0.47,0.44,0.45,0.45,0.44,0.43,0.43,0.44,0.42,0.41,0.45,0.45,0.46,0.46,0.45,0.49,0.49,0.47,0.47,0.48,0.47,0.45,0.46,0.46,0.43,0.43,0.53,0.5,0.51,0.51,0.47,0.51,0.52,0.49,0.53,0.51,0.5,0.46,0.47,0.45,0.45,0.45,0.47,0.53,0.63,0.66,0.59,0.58,0.56,0.56,0.44,0.53,0.52,0.51,0.55,0.53,0.49,0.48,0.19,0.25,0.38,0.55,0.8,0.83,0.58,0.71,0.49,0.56,0.56,0.55,0.6,0.59,0.54,0.52,0.19,0.19,0.24,0.21,0.34,0.6,0.57,0.68,0.51,0.4,0.59,0.59,0.56,0.56,0.59,0.57,0.16,0.18,0.2,0.21,0.26,0.55,0.65,0.25,0.29,0.29,0.44,0.6,0.61,0.62,0.6,0.62,0.17,0.22,0.24,0.28,0.61,0.62,0.71,0.49,0.29,0.27,0.36,0.46,0.42,0.48,0.63,0.66,0.25,0.25,0.23,0.48,0.54,0.41,0.3,0.21,0.28,0.32,0.27,0.28,0.31,0.24,0.36,0.37,0.22,0.26,0.24,0.3,0.24,0.32,0.28,0.25,0.2,0.25,0.3,0.17,0.32,0.33,0.27,0.32,0.26,0.24,0.24,0.26,0.33,0.45,0.31,0.26,0.25,0.27,0.46,0.15,0.45,0.35,0.34,0.3,0.36,0.26,0.35,0.33,0.35,0.53,0.38,0.32,0.32,0.29,0.47,0.19,0.31,0.38,0.33,0.31,0.4,0.39,0.31,0.25,0.22,0.25,0.38,0.36,0.32,0.38,0.45,0.33,0.13,0.24,0.26,0.34,0.33,0.37,0.22,0.26,0.23,0.23,0.27,0.25,0.22,0.38,0.49,0.29,0.22,0.31,0.38,0.34,0.42,0.36,0.28,0.33,0.25,0.35,0.43,0.42,0.47,0.45,0.5,0.49,0.16,0.24,0.51,0.48
giraffe,"Two giraffes browsing on a bush under a cloudy sky.",0.86,0.85,0.86,0.85,0.85,0.86,0.87,0.89,0.89,0.87,0.85,0.84,0.84,0.83,0.82,0.82,0.85,0.86,0.85,0.85,0.87,0.87,0.87,0.89,0.87,0.85,0.85,0.85,0.85,0.84,0.84,0.83,0.84,0.85,0.85,0.86,0.87,0.86,0.86,0.87,0.87,0.85,0.85,0.85,0.85,0.85,0.83,0.82,0.82,0.82,0.84,0.85,0.85,0.85,0.85,0.84,0.85,0.85,0.85,0.84,0.84,0.83,0.82,0.82,0.8,0.79,0.79,0.81,0.83,0.83,0.83,0.85,0.84,0.83,0.84,0.83,0.82,0.8,0.8,0.79,0.82,0.8,0.81,0.81,0.8,0.8,0.83,0.73,0.78,0.83,0.8,0.8,0.8,0.79,0.78,0.79,0.74,0.81,0.72,0.74,0.82,0.84,0.78,0.33,0.45,0.81,0.8,0.78,0.77,0.75,0.78,0.71,0.35,0.42,0.47,0.3,0.45,0.47,0.3,0.17,0.14,0.3,0.43,0.57,0.8,0.82,0.63,0.13,0.18,0.23,0.32,0.1,0.08,0.07,0.08,0.09,0.1,0.09,0.14,0.34,0.4,0.4,0.28,0.02,0.24,0.25,0.2,0.16,0.16,0.12,0.09,0.11,0.13,0.12,0.1,0.24,0.23,0.21,0.24,0.22,0.3,0.27,0.26,0.27,0.27,0.27,0.25,0.25,0.25,0.28,0.25,0.29,0.32,0.3,0.29,0.28,0.34,0.35,0.33,0.35,0.35,0.37,0.35,0.35,0.35,0.36,0.33,0.33,0.34,0.31,0.32,0.35,0.33,0.36,0.39,0.37,0.37,0.36,0.36,0.36,0.35,0.36,0.35,0.34,0.33,0.34,0.33,0.34,0.31,0.31,0.35,0.34,0.34,0.34,0.35,0.36,0.36,0.36,0.36,0.37,0.36,0.35,0.35,0.32,0.35,0.34,0.32,0.3,0.34,0.35,0.35,0.36,0.38,0.37,0.37,0.36,0.36,0.35,0.36,0.36,0.38,0.36,0.32,0.31,0.36,0.37,0.36,0.35,0.41,0.4,0.36,0.36,0.34,0.35,0.33,0.33
giraffe,"A little boy in a yellow shirt feeding a giraffe.",0.4,0.41,0.44,0.49,0.55,0.59,0.65,0.73,0.81,0.83,0.87,0.91,0.9,0.87,0.88,0.85,0.26,0.33,0.38,0.31,0.34,0.4,0.38,0.4,0.43,0.44,0.49,0.56,0.48,0.42,0.43,0.39,0.27,0.29,0.31,0.27,0.29,0.32,0.28,0.33,0.32,0.31,0.29,0.25,0.22,0.27,0.33,0.29,0.33,0.36,0.42,0.33,0.32,0.3,0.31,0.35,0.39,0.45,0.42,0.44,0.43,0.46,0.4,0.36,0.38,0.49,0.51,0.3,0.35,0.36,0.36,0.38,0.39,0.4,0.4,0.39,0.4,0.42,0.44,0.4,0.51,0.46,0.47,0.44,0.7,0.62,0.6,0.61,0.62,0.67,0.71,0.65,0.6,0.48,0.44,0.44,0.43,0.41,0.33,0.36,0.71,0.9,0.87,0.83,0.79,0.66,0.52,0.44,0.43,0.48,0.54,0.6,0.38,0.31,0.32,0.3,0.36,0.55,0.41,0.29,0.41,0.34,0.52,0.6,0.64,0.74,0.51,0.58,0.21,0.24,0.3,0.38,0.47,0.37,0.47,0.74,0.73,0.74,0.76,0.78,0.66,0.58,0.43,0.45,0.28,0.42,0.6,0.75,0.84,0.87,0.78,0.59,0.8,0.85,0.54,0.35,0.27,0.57,0.62,0.43,0.84,0.89,0.9,0.87,0.91,0.82,0.87,0.64,0.53,0.6,0.49,0.32,0.32,0.46,0.49,0.57,0.95,0.91,0.83,0.8,0.87,0.9,0.83,0.69,0.72,0.6,0.4,0.37,0.31,0.27,0.56,0.63,0.99,0.99,0.91,0.81,0.73,0.72,0.74,0.62,0.47,0.26,0.45,0.35,0.27,0.19,0.32,0.44,0.91,0.81,0.71,0.71,0.74,0.65,0.38,0.35,0.4,0.53,0.69,0.45,0.31,0.23,0.49,0.5,0.71,0.71,0.74,0.61,0.36,0.16,0.22,0.48,0.61,0.73,0.53,0.34,0.36,0.29,0.53,0.36,0.73,0.6,0.31,0.14,0.16,0.42,0.68,0.64,0.31,0.56,0.45,0.33,0.31,0.45,0.56,0.3
giraffe,"A giraffe hangs its neck low in a large field.",0.36,0.49,0.49,0.33,0.46,0.33,0.27,0.29,0.33,0.44,0.36,0.39,0.32,0.3,0.34,0.34,0.43,0.39,0.43,0.38,0.34,0.27,0.23,0.33,0.29,0.43,0.36,0.33,0.24,0.33,0.37,0.37,0.36,0.37,0.4,0.47,0.38,0.21,0.2,0.29,0.32,0.44,0.38,0.33,0.46,0.6,0.58,0.55,0.46,0.36,0.36,0.41,0.4,0.37,0.38,0.42,0.3,0.45,0.37,0.47,0.61,0.59,0.58,0.57,0.58,0.55,0.49,0.48,0.55,0.62,0.54,0.45,0.23,0.44,0.43,0.53,0.44,0.4,0.45,0.4,0.4,0.52,0.55,0.53,0.53,0.51,0.48,0.48,0.49,0.57,0.6,0.58,0.49,0.38,0.45,0.45,0.64,0.62,0.6,0.57,0.6,0.6,0.58,0.67,0.72,0.63,0.61,0.58,0.61,0.62,0.61,0.61,0.68,0.64,0.62,0.62,0.64,0.64,0.6,0.61,0.67,0.69,0.6,0.6,0.62,0.6,0.6,0.6,0.56,0.58,0.58,0.6,0.59,0.6,0.6,0.59,0.55,0.57,0.59,0.55,0.59,0.58,0.57,0.57,0.6,0.6,0.59,0.6,0.59,0.55,0.54,0.53,0.55,0.57,0.58,0.56,0.58,0.57,0.56,0.56,0.58,0.58,0.6,0.59,0.56,0.56,0.55,0.55,0.56,0.58,0.59,0.59,0.58,0.58,0.58,0.58,0.59,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.61,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.6,0.6,0.62,0.63,0.61,0.6,0.62,0.61,0.6,0.62,0.6,0.59,0.59,0.59,0.6,0.6,0.61,0.61,0.61,0.61,0.61,0.62,0.63,0.63,0.64,0.63,0.64,0.64,0.63,0.61,0.6,0.59,0.6,0.62,0.61,0.62,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.62,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.6,0.58,0.58
giraffe,"Two giraffe's and a water buffalo in a zoo type environment",0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.64,0.65,1.0,0.98,1.0,0.58,0.58,1.0,0.98,0.99,0.98,0.98,0.99,0.99,0.98,0.99,0.65,0.4,0.77,0.92,1.0,0.63,0.54,1.0,0.92,1.0,1.0,1.0,1.0,0.99,0.99,0.98,0.63,0.28,0.62,0.9,1.0,0.64,0.42,0.93,0.99,0.6,0.61,0.86,1.0,1.0,1.0,1.0,0.78,0.29,0.71,0.88,0.69,0.55,0.35,0.82,0.98,0.26,0.24,0.27,0.49,0.75,0.79,0.92,0.55,0.27,0.7,0.89,0.48,0.44,0.3,0.6,0.64,0.36,0.35,0.39,0.44,0.41,0.36,0.49,0.44,0.33,0.39,0.53,0.4,0.36,0.27,0.42,0.51,0.49,0.47,0.59,0.58,0.45,0.47,0.48,0.44,0.36,0.33,0.4,0.47,0.47,0.31,0.64,0.62,0.63,0.65,0.64,0.62,0.66,0.47,0.3,0.31,0.24,0.34,0.49,0.39,0.49,0.25,0.43,0.56,0.6,0.49,0.32,0.4,0.58,0.33,0.23,0.29,0.24,0.45,0.54,0.21,0.41,0.27,0.44,0.55,0.51,0.36,0.26,0.4,0.58,0.39,0.25,0.35,0.33,0.59,0.54,0.3,0.38,0.27,0.5,0.54,0.59,0.58,0.59,0.63,0.64,0.35,0.46,0.37,0.32,0.52,0.51,0.41,0.42,0.24,0.46,0.53,0.66,0.69,0.7,0.7,0.7,0.45,0.64,0.48,0.33,0.64,0.65,0.52,0.51,0.25,0.45,0.53,0.64,0.61,0.58,0.61,0.62,0.43,0.52,0.44,0.43,0.64,0.61,0.54,0.44,0.16,0.44,0.6,0.45,0.39,0.38,0.39,0.36,0.35,0.42,0.48,0.51,0.53,0.53,0.48,0.32,0.35,0.51,0.55,0.26,0.35,0.47,0.48,0.48,0.51,0.51,0.49,0.52,0.45,0.34,0.43,0.51,0.51,0.51,0.51,0.4,0.44,0.47,0.49,0.49,0.48,0.41,0.45,0.35,0.27,0.45,0.52,0.49,0.48,0.48,0.48
